Identifiant station;Nom station;Station en fonctionnement;Capacité de la station;Nombre bornettes libres;Nombre total vélos disponibles;Vélos mécaniques disponibles;Vélos électriques disponibles;Borne de paiement disponible;Retour vélib possible;Actualisation de la donnée;Coordonnées géographiques;Nom communes équipées;Code INSEE communes équipées;station_opening_hours
43006;Vignerons - Minimes;OUI;0;23;6;5;1;OUI;OUI;2025-04-17T15:42:34+00:00;48.841486, 2.430793;Vincennes;94080;
42503;Vladimir Ilitch Lénine - Andrée Chedid;OUI;0;31;0;0;0;OUI;OUI;2025-04-17T15:39:21+00:00;48.813240124373, 2.3319716067039;Gentilly;94037;
8102;Lamennais - Washington;OUI;0;6;19;9;10;OUI;OUI;2025-04-17T15:40:44+00:00;48.87352990026496, 2.303444892168045;Paris;75056;
11114;Ledru-Rollin - Charonne;OUI;0;24;7;6;1;OUI;OUI;2025-04-17T15:41:29+00:00;48.85345855607243, 2.3772463581947094;Paris;75056;
14018;Porte d'Orléans;OUI;0;43;3;1;2;OUI;OUI;2025-04-17T15:40:41+00:00;48.8227639, 2.3249313;Paris;75056;
8012;Batignolles - Place de Clichy;OUI;0;41;4;1;3;OUI;OUI;2025-04-17T15:42:34+00:00;48.883474535757, 2.326493114233;Paris;75056;
7004;Raspail - Varenne;OUI;0;10;8;6;2;OUI;OUI;2025-04-17T15:41:53+00:00;48.853147816545, 2.3263905197382;Paris;75056;
20040;Parc de Belleville - Julien Lacroix;OUI;0;25;1;1;0;OUI;OUI;2025-04-17T15:37:06+00:00;48.8703459, 2.3842214;Paris;75056;
21111;Professeur René Leriche - Général Leclerc;OUI;0;47;2;0;2;OUI;OUI;2025-04-17T15:37:19+00:00;48.90782845483013, 2.307887971401215;Clichy;92024;
17017;Gare de Pont-Cardinet;OUI;0;26;5;3;2;OUI;OUI;2025-04-17T15:41:41+00:00;48.88713901475306, 2.314494143994255;Paris;75056;
2010;Uzès - Montmartre;OUI;0;14;14;11;3;OUI;OUI;2025-04-17T15:42:28+00:00;48.870790980240706, 2.3431010171771054;Paris;75056;
34002;Capitaine Glarner - Gabriel Péri;OUI;0;15;10;7;3;OUI;OUI;2025-04-17T15:41:34+00:00;48.902449900418745, 2.3304807533425724;Saint-Ouen-sur-Seine;93070;
5116;Place Valhubert;OUI;0;6;44;37;7;OUI;OUI;2025-04-17T15:42:01+00:00;48.844182577315, 2.3640366643667;Paris;75056;
13026;Place Jean Delay;OUI;0;26;8;4;4;OUI;OUI;2025-04-17T15:41:38+00:00;48.823316, 2.354336;Paris;75056;
7006;Quai Voltaire;OUI;0;10;20;12;8;OUI;OUI;2025-04-17T15:41:50+00:00;48.858942986179, 2.3314182047146;Paris;75056;
23002;Pont de Levallois-bécon;OUI;0;25;22;13;9;OUI;OUI;2025-04-17T15:42:33+00:00;48.8984179, 2.2791311;Levallois-Perret;92044;
7014;Saint-François-Xavier;OUI;3;22;19;17;2;OUI;OUI;2025-04-17T15:42:38+00:00;48.85154484769, 2.3146149516106;Paris;75056;
14139;Pierre Larousse - Raymond Losserand;OUI;0;26;2;0;2;OUI;OUI;2025-04-17T15:41:59+00:00;48.83059564231877, 2.3119183257222176;Paris;75056;
10023;Gare de l'Est - Verdun;OUI;0;7;7;0;7;OUI;OUI;2025-04-17T15:41:29+00:00;48.876156054271, 2.3609149083206;Paris;75056;
11101;Charles Delescluze;OUI;0;22;23;23;0;OUI;OUI;2025-04-17T15:41:05+00:00;48.85242200848887, 2.380632497370243;Paris;75056;
13102;Pitié-Salpêtrière;OUI;0;35;15;12;3;OUI;OUI;2025-04-17T15:38:34+00:00;48.83748810318667, 2.365213818848133;Paris;75056;
41207;Place du Général de Gaulle;OUI;0;12;14;3;11;OUI;OUI;2025-04-17T15:38:43+00:00;48.8525288, 2.4877332;Fontenay-sous-Bois;94033;
15055;Vasco de Gama;OUI;0;16;38;33;5;OUI;OUI;2025-04-17T15:41:46+00:00;48.83671783466264, 2.283664085650799;Paris;75056;
12032;Porte Dorée;OUI;0;3;31;21;10;OUI;OUI;2025-04-17T15:41:45+00:00;48.8354337, 2.4077132;Paris;75056;
14130;Jonquoy - Didot;OUI;0;24;5;4;1;OUI;OUI;2025-04-17T15:41:43+00:00;48.82890454823947, 2.31648076325655;Paris;75056;
19037;Belleville - Porte des Lilas;OUI;0;26;2;0;2;OUI;OUI;2025-04-17T15:39:59+00:00;48.87660391892763, 2.404769691129476;Paris;75056;
10015;Lucien Sampaix - Récollets;OUI;0;35;10;6;4;OUI;OUI;2025-04-17T15:42:46+00:00;48.874330377560476, 2.3621229082345963;Paris;75056;
15038;Place Adolphe Cherioux - Vaugirard;OUI;0;55;5;4;1;OUI;OUI;2025-04-17T15:42:33+00:00;48.83959442800459, 2.3010657727718353;Paris;75056;
12011;Charenton - Place du Col Bourgoin;OUI;0;22;11;7;4;OUI;OUI;2025-04-17T15:41:47+00:00;48.844867319554, 2.3825789350545;Paris;75056;
21032;Sèvres-Gallieni;OUI;0;2;24;22;2;OUI;OUI;2025-04-17T15:42:24+00:00;48.837809408957, 2.2281519323587;Boulogne-Billancourt;92012;
21308;Bara - Henri Farman;OUI;0;23;33;25;8;OUI;OUI;2025-04-17T15:42:46+00:00;48.833218027457846, 2.2677567601203923;Issy-les-Moulineaux;92040;
31019;Vincennes - Douy-Delcupe;OUI;0;34;4;2;2;OUI;OUI;2025-04-17T15:41:57+00:00;48.85493692155721, 2.436049282550812;Montreuil;93048;
6103;Mézières - Rennes;OUI;0;32;23;22;1;OUI;OUI;2025-04-17T15:40:46+00:00;48.85023459321703, 2.3303819820284843;Paris;75056;
31016;Lucie Aubrac - Franklin;OUI;0;34;2;0;2;OUI;OUI;2025-04-17T15:38:33+00:00;48.86223916006812, 2.4435862898826604;Montreuil;93048;
20021;Indre - Prairies;OUI;0;37;0;0;0;OUI;OUI;2025-04-17T15:40:33+00:00;48.86254398506782, 2.403290458023548;Paris;75056;
51003;Hôtel de Ville d'Argenteuil;OUI;0;17;11;8;3;OUI;OUI;2025-04-17T15:39:19+00:00;48.946504, 2.2496396;Argenteuil;95018;
7005;Raspail - Bac;OUI;0;24;27;26;1;OUI;OUI;2025-04-17T15:42:08+00:00;48.855628721101, 2.3256602883339;Paris;75056;
13016;Primo Levi - Frigos;OUI;0;1;33;21;12;OUI;OUI;2025-04-17T15:42:34+00:00;48.83094844846017, 2.37965351592796;Paris;75056;
6018;Michelet - Assas;OUI;0;17;1;1;0;OUI;OUI;2025-04-17T15:41:35+00:00;48.842741502832, 2.3350211977959;Paris;75056;
13043;Dunois - Clisson;OUI;0;43;8;3;5;OUI;OUI;2025-04-17T15:42:05+00:00;48.832294, 2.3674523;Paris;75056;
21019;Edouard Vaillant - Paul-Adolphe Souriau;OUI;0;17;10;10;0;OUI;OUI;2025-04-17T15:42:24+00:00;48.834845858829, 2.2479459643364;Boulogne-Billancourt;92012;
2009;Filles Saint-Thomas - Place de la Bourse;OUI;1;38;18;17;1;OUI;OUI;2025-04-17T15:42:36+00:00;48.868899890853, 2.3397543845203;Paris;75056;
21105;Morice - Général Leclerc;OUI;0;11;11;5;6;OUI;OUI;2025-04-17T15:42:01+00:00;48.90245471981591, 2.3128929734230046;Clichy;92024;
9115;Milton - Manuel;OUI;0;20;2;1;1;OUI;OUI;2025-04-17T15:40:01+00:00;48.878249, 2.341181;Paris;75056;
19109;Tanger - Place du Maroc;OUI;0;15;3;2;1;OUI;OUI;2025-04-17T15:33:40+00:00;48.8862524447104, 2.3689296841621403;Paris;75056;
16032;Eglise d'Auteuil;OUI;0;2;19;10;9;OUI;OUI;2025-04-17T15:40:17+00:00;48.84749841771691, 2.26848387135299;Paris;75056;
32014;Place du Cornillon - Stade de France;OUI;0;14;20;15;5;OUI;OUI;2025-04-17T15:42:40+00:00;48.92540695835961, 2.3644426837563515;Saint-Denis;93066;
18025;Mairie du 18ème;OUI;0;32;8;1;7;OUI;OUI;2025-04-17T15:42:46+00:00;48.892939296937605, 2.3445510864257812;Paris;75056;
18032;Porte de Clignancourt.;OUI;0;46;10;6;4;OUI;OUI;2025-04-17T15:41:29+00:00;48.897488, 2.343996;Paris;75056;
17122;Bridaine - Lamandé;OUI;0;25;4;1;3;OUI;OUI;2025-04-17T15:42:31+00:00;48.8862074, 2.3206239;Paris;75056;
17124;Porte de Saint-Ouen - Henri Huchard;OUI;0;20;6;2;4;OUI;OUI;2025-04-17T15:39:45+00:00;48.898708366365064, 2.3295360803604126;Paris;75056;
20027;Porte de Ménilmontant;OUI;0;14;1;0;1;OUI;OUI;2025-04-17T15:35:22+00:00;48.8691543609174, 2.40932246879487;Paris;75056;
44012;Génie - Mozart;OUI;0;17;1;1;0;OUI;OUI;2025-04-17T15:38:38+00:00;48.794902381218904, 2.3734183609485626;Vitry-sur-Seine;94081;
9023;Laffitte - Italiens;OUI;0;17;16;11;5;OUI;OUI;2025-04-17T15:42:03+00:00;48.871815737396, 2.3372015478451;Paris;75056;
17027;Place du Maréchal Juin - Péreire;OUI;0;39;6;4;2;OUI;OUI;2025-04-17T15:40:20+00:00;48.885263, 2.298286;Paris;75056;
14122;Colonel Monteil - Brune;OUI;0;19;0;0;0;OUI;OUI;2025-04-17T15:41:45+00:00;48.82650293311, 2.3092747998272;Paris;75056;
22101;Gare Routière de Saint Cloud;OUI;0;17;14;12;2;OUI;OUI;2025-04-17T15:41:26+00:00;48.84288183896324, 2.222245037555695;Saint-Cloud;92064;
6016;Danton - Serpente;OUI;0;9;13;12;1;OUI;OUI;2025-04-17T15:40:25+00:00;48.852297362582, 2.3414132371545;Paris;75056;
8051;Batignolles - Rome;OUI;0;8;4;0;4;OUI;OUI;2025-04-17T15:42:47+00:00;48.881823370566806, 2.3202589899301524;Paris;75056;
41204;République - Danton;OUI;0;16;3;0;3;OUI;OUI;2025-04-17T15:39:22+00:00;48.85249172181667, 2.462034523487091;Fontenay-sous-Bois;94033;
44102;Verdun - Adrien Damalix;OUI;0;21;5;3;2;OUI;OUI;2025-04-17T15:36:46+00:00;48.8222334178559, 2.4215328320860863;Saint-Maurice;94069;
17046;Mac-Mahon - Brey;OUI;0;17;8;4;4;OUI;OUI;2025-04-17T15:42:13+00:00;48.877532084130166, 2.294512536052928;Paris;75056;
19039;Edouard Pailleron - Simon Bolivar;OUI;0;17;6;3;3;OUI;OUI;2025-04-17T15:39:18+00:00;48.87979886049996, 2.374839261174202;Paris;75056;
17121;Square des Epinettes;OUI;0;19;0;0;0;OUI;OUI;2025-04-17T15:40:45+00:00;48.89383909781389, 2.325953990221024;Paris;75056;
21003;Jean Jaurès - Jean Baptiste Clément;OUI;1;10;28;25;3;OUI;OUI;2025-04-17T15:41:55+00:00;48.84576261454011, 2.2369650006294255;Boulogne-Billancourt;92012;
19009;Cité des Sciences et de l'Industrie;OUI;0;17;10;2;8;OUI;OUI;2025-04-17T15:42:40+00:00;48.89659571178903, 2.384599149227142;Paris;75056;
22001;Château - Bineau;OUI;0;2;20;19;1;OUI;OUI;2025-04-17T15:42:32+00:00;48.890404028589806, 2.270106375217438;Neuilly-sur-Seine;92051;
19038;Lassus - Delouvain;OUI;0;17;3;0;3;OUI;OUI;2025-04-17T15:38:50+00:00;48.8755044846, 2.3890327325519;Paris;75056;
16123;Mahatma Gandhi;OUI;26;4;21;12;9;OUI;OUI;2025-04-17T15:42:32+00:00;48.876356, 2.264205;Paris;75056;
18029;Emile Blemont - Poteau;OUI;0;37;2;0;2;OUI;OUI;2025-04-17T15:40:10+00:00;48.8943782, 2.3415122;Paris;75056;
31007;Paris - Désiré Préaux;OUI;25;37;8;2;6;OUI;OUI;2025-04-17T15:41:43+00:00;48.85742876694898, 2.4323049187660217;Montreuil;93048;
21703;Square du Carrefour de l'Insurrection;OUI;0;18;3;1;2;OUI;OUI;2025-04-17T15:40:06+00:00;48.820864559770676, 2.291113436222077;Vanves;92075;
15108;Lourmel - Marie Skobtsov;OUI;4;3;19;13;6;OUI;OUI;2025-04-17T15:39:05+00:00;48.844974, 2.287283;Paris;75056;
16021;François Ponsard - La Muette;OUI;0;21;2;1;1;OUI;OUI;2025-04-17T15:42:21+00:00;48.8583666, 2.2744515;Paris;75056;
19040;Belleville - Télégraphe;OUI;0;40;1;0;1;OUI;OUI;2025-04-17T15:39:52+00:00;48.8756045, 2.3995549;Paris;75056;
9117;Bellefond - Maubeuge;OUI;0;25;6;1;5;OUI;OUI;2025-04-17T15:40:19+00:00;48.878255397645, 2.3452642187476;Paris;75056;
17047;Courcelles - Pierre Demours;OUI;0;17;8;7;1;OUI;OUI;2025-04-17T15:40:15+00:00;48.883769733273496, 2.29858466343129;Paris;75056;
20023;Pelleport - Belgrand;OUI;0;11;3;0;3;OUI;OUI;2025-04-17T15:34:41+00:00;48.86500081847653, 2.403980836377493;Paris;75056;
18109;Pajol - Riquet;OUI;0;45;2;0;2;OUI;OUI;2025-04-17T15:40:37+00:00;48.88960028134536, 2.3628534749150276;Paris;75056;
14002;Edgar Quinet - Raspail;OUI;0;39;6;5;1;OUI;OUI;2025-04-17T15:42:13+00:00;48.83940266673835, 2.32971478253603;Paris;75056;
35017;Toffier Decaux - Cartier Bresson;OUI;0;17;1;1;0;OUI;OUI;2025-04-17T15:40:47+00:00;48.90165072551549, 2.4017545580863957;Pantin;93055;
15035;Place Etienne Pernet;OUI;0;5;36;34;2;OUI;OUI;2025-04-17T15:40:23+00:00;48.84243457133779, 2.2921819612383847;Paris;75056;
20118;Orteaux - Mouraud;OUI;0;23;0;0;0;OUI;OUI;2025-04-17T15:36:36+00:00;48.85558642847872, 2.408762907764669;Paris;75056;
31703;Sadi Carnot - François Mitterrand;OUI;0;22;4;0;4;OUI;OUI;2025-04-17T15:42:46+00:00;48.87532687671517, 2.4241617321968083;Bagnolet;93006;
9031;Provence - Chaussée d'Antin;OUI;0;19;6;1;5;OUI;OUI;2025-04-17T15:40:59+00:00;48.87428447542072, 2.332976511564311;Paris;75056;
15031;Théâtre - Lourmel;OUI;0;21;29;24;5;OUI;OUI;2025-04-17T15:38:39+00:00;48.8482070397636, 2.2898658737540245;Paris;75056;
18049;Porte d'Aubervilliers;OUI;0;40;14;7;7;OUI;OUI;2025-04-17T15:42:33+00:00;48.89859661942376, 2.3689722642302513;Paris;75056;
21014;Hameau Fleuri - Marché;OUI;0;8;13;13;0;OUI;OUI;2025-04-17T15:39:20+00:00;48.831448892608314, 2.2412404417991643;Boulogne-Billancourt;92012;
10020;Chabrol - d'Hauteville;OUI;0;6;3;3;0;OUI;OUI;2025-04-17T15:42:36+00:00;48.877018388033, 2.3513179644942;Paris;75056;
47005;Ecole Vétérinaire;OUI;0;29;7;6;1;OUI;OUI;2025-04-17T15:41:14+00:00;48.81488859822486, 2.4224362157778994;Maisons-Alfort;94046;
18113;Lepic - Armée d'Orient;OUI;0;19;4;0;4;OUI;OUI;2025-04-17T15:41:37+00:00;48.887536403814, 2.3343077301979;Paris;75056;
16015;Bassano -  Iéna;OUI;0;9;6;5;1;OUI;OUI;2025-04-17T15:42:19+00:00;48.868144510482075, 2.296149600985935;Paris;75056;
34010;Hôtel de Ville de Saint-Ouen;OUI;0;15;30;28;2;OUI;OUI;2025-04-17T15:42:38+00:00;48.911380185786, 2.3340076807601;Saint-Ouen-sur-Seine;93070;
15070;Balard - Montagne de la Fage;OUI;0;6;28;26;2;OUI;OUI;2025-04-17T15:42:24+00:00;48.83850740333351, 2.2782871127128606;Paris;75056;
11041;Square Saint-Ambroise;OUI;1;25;14;5;9;OUI;OUI;2025-04-17T15:42:22+00:00;48.860934, 2.375841;Paris;75056;
9026;Jean-Baptiste Pigalle - La Bruyere;OUI;1;13;2;0;2;OUI;OUI;2025-04-17T15:42:28+00:00;48.87939826447722, 2.333709173337285;Paris;75056;
35003;Gabrielle Josserand - Edouard Vaillant;OUI;0;15;10;8;2;OUI;OUI;2025-04-17T15:42:06+00:00;48.90271566255436, 2.3933270573616032;Pantin;93055;
11010;Boulets - Faubourg Saint-Antoine;OUI;0;36;6;5;1;OUI;OUI;2025-04-17T15:41:53+00:00;48.849259262115, 2.3917546141943;Paris;75056;
5121;Square René Viviani - Montebello;OUI;0;16;16;14;2;OUI;OUI;2025-04-17T15:40:28+00:00;48.851904891406, 2.3478421568871;Paris;75056;
15002;Maine - Antoine Bourdelle;OUI;0;5;10;7;3;OUI;OUI;2025-04-17T15:42:46+00:00;48.84308531746595, 2.320263946784738;Paris;75056;
11006;Ledru-Rollin - Place du Père Chaillet;OUI;0;10;26;22;4;OUI;OUI;2025-04-17T15:42:25+00:00;48.856433706943704, 2.379020587761426;Paris;75056;
23007;Président Wilson - Jean Jaures;OUI;0;18;7;4;3;OUI;OUI;2025-04-17T15:37:29+00:00;48.89034054052266, 2.2920683026313786;Levallois-Perret;92044;
19127;Aubervilliers - Curial;OUI;0;20;1;0;1;OUI;OUI;2025-04-17T15:42:30+00:00;48.89088305227546, 2.3688579350709915;Paris;75056;
32015;Gare RER de Saint-Denis;OUI;0;11;29;20;9;OUI;OUI;2025-04-17T15:39:36+00:00;48.93554324248177, 2.3471488058567047;Saint-Denis;93066;
1120;Lavandieres Sainte Opportune - Rivoli;OUI;0;13;10;3;7;OUI;OUI;2025-04-17T15:42:41+00:00;48.859279702476, 2.3466217517853;Paris;75056;
10010;Place Jacques Bonsergent;OUI;0;18;12;9;3;OUI;OUI;2025-04-17T15:41:59+00:00;48.870948218595, 2.3612049221992;Paris;75056;
14112;Méchain - Faubourg Saint-Jacques;OUI;0;14;1;1;0;OUI;OUI;2025-04-17T15:39:54+00:00;48.83586772099485, 2.33798034198275;Paris;75056;
16043;Place de Passy;OUI;0;10;4;1;3;OUI;OUI;2025-04-17T15:41:16+00:00;48.85780291711202, 2.277500546942199;Paris;75056;
47004;Stade Auguste Delaune;OUI;0;7;14;9;5;OUI;OUI;2025-04-17T15:40:56+00:00;48.80896378683884, 2.4345204234123234;Maisons-Alfort;94046;
20116;Haies - Réunion;OUI;0;18;3;1;2;OUI;OUI;2025-04-17T15:42:30+00:00;48.85386896766491, 2.402426162238911;Paris;75056;
21001;Transvaal - Charles de Gaulle;OUI;0;11;15;10;5;OUI;OUI;2025-04-17T15:41:00+00:00;48.848280403628806, 2.2373420120857195;Boulogne-Billancourt;92012;
18008;Square Léon;OUI;0;29;3;2;1;OUI;OUI;2025-04-17T15:42:13+00:00;48.88667396788626, 2.353205569088459;Paris;75056;
18033;Belliard - Damrémont;OUI;0;31;3;1;2;OUI;OUI;2025-04-17T15:40:40+00:00;48.89669238777841, 2.338023450388167;Paris;75056;
7008;Villersexel - Saint-Germain;OUI;0;5;11;10;1;OUI;OUI;2025-04-17T15:39:36+00:00;48.858297001218, 2.3237934708595;Paris;75056;
16122;Route de la Muette - Porte de Neuilly;OUI;0;34;11;8;3;OUI;OUI;2025-04-17T15:42:22+00:00;48.8798926, 2.2587671;Paris;75056;
16112;Chernoviz - Raynouard;OUI;0;32;4;1;3;OUI;OUI;2025-04-17T15:38:23+00:00;48.8569864146289, 2.282173218142987;Paris;75056;
21310;Kléber - Gouverneur Général Eboué;OUI;0;1;22;22;0;OUI;OUI;2025-04-17T15:42:45+00:00;48.826885843069796, 2.2723413258790965;Issy-les-Moulineaux;92040;
20201;Eugène Reisz - Davout;OUI;0;14;5;2;3;OUI;OUI;2025-04-17T15:40:08+00:00;48.85631874632638, 2.410396970808506;Paris;75056;
20016;Pyrénées - Maraîchers;OUI;0;27;5;1;4;OUI;OUI;2025-04-17T15:42:09+00:00;48.85714001395299, 2.4043509364128113;Paris;75056;
13046;Eugène Oudiné - Dessous Des Berges;OUI;2;29;14;13;1;OUI;OUI;2025-04-17T15:41:21+00:00;48.8256423, 2.3750226;Paris;75056;
16027;Mozart - Jasmin;OUI;0;61;1;0;1;OUI;OUI;2025-04-17T15:38:20+00:00;48.85286124871689, 2.268483570651513;Paris;75056;
22102;Mont Valérien - Michel Salles;OUI;0;14;9;1;8;OUI;OUI;2025-04-17T15:34:27+00:00;48.8561915, 2.2152966;Saint-Cloud;92064;
6107;Place Alphonse Deville;OUI;0;2;20;18;2;OUI;OUI;2025-04-17T15:42:42+00:00;48.850188262662, 2.3275961726904;Paris;75056;
15003;Gare Montparnasse - Vaugirard;OUI;0;33;31;9;22;OUI;OUI;2025-04-17T15:42:37+00:00;48.8418071798797, 2.31951002690117;Paris;75056;
16029;Maison de Radio - France;OUI;5;9;38;36;2;OUI;OUI;2025-04-17T15:42:14+00:00;48.85132886434057, 2.277785539627075;Paris;75056;
4110;Neuve Saint-Pierre - Beautreillis;OUI;0;6;14;9;5;OUI;OUI;2025-04-17T15:42:03+00:00;48.85355351439652, 2.3639122769236565;Paris;75056;
8019;Naples - Rome;OUI;0;22;4;2;2;OUI;OUI;2025-04-17T15:36:29+00:00;48.879960700846226, 2.321358695626259;Paris;75056;
6032;Sabot - Rennes;OUI;0;4;20;11;9;OUI;OUI;2025-04-17T15:40:06+00:00;48.852575112948415, 2.331552766263485;Paris;75056;
9017;Lallier - Trudaine;OUI;0;20;8;1;7;OUI;OUI;2025-04-17T15:42:04+00:00;48.88109246617963, 2.3408224806189537;Paris;75056;
17022;Pereire - Place de Wagram;OUI;0;39;3;1;2;OUI;OUI;2025-04-17T15:41:51+00:00;48.887070607581215, 2.304111124531457;Paris;75056;
42703;Fontainebleau - Edmond Michelet;OUI;0;40;5;2;3;OUI;OUI;2025-04-17T15:41:25+00:00;48.80956436844049, 2.3626908659935;Le Kremlin-Bicêtre;94043;
7020;Champ de Mars - Cler;OUI;0;26;14;9;5;OUI;OUI;2025-04-17T15:42:42+00:00;48.856691550115315, 2.306646779179573;Paris;75056;
14030;Pernety - Raymond Losserand;OUI;0;27;4;3;1;OUI;OUI;2025-04-17T15:38:11+00:00;48.834254627953, 2.317609339387;Paris;75056;
23304;Mairie de Sceaux;OUI;0;17;16;14;2;OUI;OUI;2025-04-17T15:34:12+00:00;48.778916905132, 2.2887361764861;Sceaux;92071;
10036;Aqueduc - Villette;OUI;0;22;4;1;3;OUI;OUI;2025-04-17T15:42:43+00:00;48.883886063895, 2.367198803315;Paris;75056;
6017;Sénat - Condé;OUI;0;27;4;0;4;OUI;OUI;2025-04-17T15:42:30+00:00;48.84954227788459, 2.337939441204071;Paris;75056;
13103;Hôpital Pitié Salpêtrière;OUI;0;45;4;1;3;OUI;OUI;2025-04-17T15:42:29+00:00;48.8377016, 2.3604946;Paris;75056;
12161;Diderot - Reuilly;OUI;0;26;18;12;6;OUI;OUI;2025-04-17T15:42:11+00:00;48.847208456061, 2.3861273378134;Paris;75056;
15107;Palais des Sports;OUI;0;3;19;19;0;OUI;OUI;2025-04-17T15:40:28+00:00;48.833468517426, 2.2858720645308;Paris;75056;
19041;Belleville - Pyrénées;OUI;1;31;8;1;7;OUI;OUI;2025-04-17T15:41:51+00:00;48.8741908, 2.3860039;Paris;75056;
9101;Cadet - La Fayette;OUI;0;9;10;8;2;OUI;OUI;2025-04-17T15:40:02+00:00;48.875601632672, 2.3435704037547;Paris;75056;
32603;Calmette;OUI;0;31;1;0;1;OUI;OUI;2025-04-17T15:40:58+00:00;48.88104925098552, 2.424993216991425;Les Lilas;93045;
18017;Caulaincourt - Place Constantin Pecqueur;OUI;0;38;5;0;5;OUI;OUI;2025-04-17T15:41:04+00:00;48.889677905028, 2.3381787144261;Paris;75056;
15059;Parc André Citroën;OUI;0;31;31;27;4;OUI;OUI;2025-04-17T15:40:57+00:00;48.840639944296655, 2.2780618071556096;Paris;75056;
11043;Place Pasdeloup;OUI;0;2;17;15;2;OUI;OUI;2025-04-17T15:40:57+00:00;48.862654215631, 2.3670325062844;Paris;75056;
23403;Chateau;OUI;0;5;17;13;4;OUI;OUI;2025-04-17T15:40:36+00:00;48.774661399959, 2.3135878035462;Bourg-la-Reine;92014;
1117;Pont Neuf - Rivoli;OUI;0;1;24;8;16;OUI;OUI;2025-04-17T15:42:46+00:00;48.860089892617, 2.344057559967;Paris;75056;
4013;Vieille du Temple - Francs Bourgeois;OUI;6;16;10;5;5;OUI;OUI;2025-04-17T15:42:35+00:00;48.858256413365815, 2.35821794718504;Paris;75056;
23903;Stade Gaston Bouillant;OUI;0;6;22;16;6;OUI;OUI;2025-04-17T15:42:19+00:00;48.939958667023, 2.3279571813836;Villeneuve-la-Garenne;92078;
45001;Hôtel de Ville de Champigny sur Marne;OUI;0;12;8;3;5;OUI;OUI;2025-04-17T15:38:20+00:00;48.813810628405, 2.5096759200096;Champigny-sur-Marne;94017;
13010;Place d'Italie - Vincent Auriol;OUI;0;36;4;1;3;OUI;OUI;2025-04-17T15:41:18+00:00;48.831481874467, 2.3567550292319;Paris;75056;
10163;Gare du Nord - Demarquay;OUI;0;24;4;3;1;OUI;OUI;2025-04-17T15:36:54+00:00;48.881154, 2.358411;Paris;75056;
31704;Jeanne Hornet - Girardot;OUI;2;27;1;0;1;OUI;OUI;2025-04-17T15:36:37+00:00;48.873802681432146, 2.427820265293122;Bagnolet;93006;
2001;Greneta - Sebastopol;OUI;0;6;24;24;0;OUI;OUI;2025-04-17T15:41:22+00:00;48.865242333228, 2.3516669869423;Paris;75056;
17201;Porte Maillot - Perreire;OUI;0;26;22;16;6;OUI;OUI;2025-04-17T15:42:33+00:00;48.878021154637, 2.2842371277102;Paris;75056;
19023;Manin - Simon Bolivar;OUI;0;21;3;0;3;OUI;OUI;2025-04-17T15:42:33+00:00;48.876499654127, 2.3794073625991;Paris;75056;
21311;Parvis Corentin Celton;OUI;0;15;40;32;8;OUI;OUI;2025-04-17T15:42:36+00:00;48.82747252522725, 2.2784319519996648;Issy-les-Moulineaux;92040;
20019;Place du Maquis du Vercors;OUI;0;29;1;0;1;OUI;OUI;2025-04-17T15:41:39+00:00;48.877321579493575, 2.4083782732486725;Paris;75056;
31023;Place François Mitterand;OUI;0;30;4;0;4;OUI;OUI;2025-04-17T15:32:01+00:00;48.86492782016328, 2.442958317697048;Montreuil;93048;
7101;Raspail - Chomel;OUI;0;5;42;34;8;OUI;OUI;2025-04-17T15:41:53+00:00;48.852233164303, 2.3266580700874;Paris;75056;
9118;Faubourg Poissonniere - Delta;OUI;0;32;4;2;2;OUI;OUI;2025-04-17T15:36:12+00:00;48.882555807626765, 2.3497482016682625;Paris;75056;
8056;Beaujon - Wagram;OUI;0;27;2;1;1;OUI;OUI;2025-04-17T15:41:40+00:00;48.875352455985, 2.2964416444302;Paris;75056;
21024;Billancourt - Général Leclerc;OUI;0;12;10;8;2;OUI;OUI;2025-04-17T15:41:55+00:00;48.8322649, 2.2380413;Boulogne-Billancourt;92012;
13041;Porte d'Ivry;OUI;7;37;13;11;2;OUI;OUI;2025-04-17T15:41:20+00:00;48.821768747596, 2.3688706755638;Paris;75056;
18137;Poissonniers - Nord;OUI;0;26;2;1;1;OUI;OUI;2025-04-17T15:40:18+00:00;48.892511213520656, 2.3522228747606277;Paris;75056;
7016;Surcouf - Université;OUI;2;29;27;21;6;OUI;OUI;2025-04-17T15:41:44+00:00;48.861273016278, 2.3094535509142;Paris;75056;
17116;Reims - Porte d'Asnières;OUI;0;21;3;2;1;OUI;OUI;2025-04-17T15:40:31+00:00;48.891834448210986, 2.300144659954865;Paris;75056;
7013;Duroc - Place de Breteuil;OUI;0;16;25;25;0;OUI;OUI;2025-04-17T15:42:34+00:00;48.847460641142, 2.3126140236855;Paris;75056;
18138;Station Paris Basketball - Ney - Charles Hermite;OUI;0;15;5;3;2;OUI;OUI;2025-04-17T15:36:18+00:00;48.898748039775, 2.3645754531026;Paris;75056;
21114;Gustave Eiffel - Parc des Impressionnistes;OUI;0;28;2;0;2;OUI;OUI;2025-04-17T15:40:34+00:00;48.90390619651018, 2.2946908324956894;Clichy;92024;
